iteration: 2592
total_loss: 842.07751465
value_loss: 422.25015259
action_loss: 419.82733154
best_loss: 842.07751465
best_idx: 2592
improvement_counter: 0
training_reward_count: 2593
training_rewards:
  iteration: 0 | eps_b: 0 | mean_reward: -9.74520588 | std_reward: 9.59436607 | agent_mean_rewards: [-10.192326, -10.682436,  -7.906627, -10.987223,  -8.957417]
  iteration: 1508 | eps_b: 0 | mean_reward: -3.80256128 | std_reward: 2.52592945 | agent_mean_rewards: [-3.581982, -3.767631, -3.984893, -3.782916, -3.895385]
  iteration: 1509 | eps_b: 0 | mean_reward: -3.99605489 | std_reward: 3.36036754 | agent_mean_rewards: [-4.011267, -3.977679, -3.928295, -3.701122, -4.361912]
  iteration: 1510 | eps_b: 0 | mean_reward: -3.96784472 | std_reward: 3.23281550 | agent_mean_rewards: [-3.901599, -4.114995, -3.759034, -3.884978, -4.178617]
  iteration: 1511 | eps_b: 0 | mean_reward: -3.96654510 | std_reward: 3.01417470 | agent_mean_rewards: [-3.909905, -3.784991, -4.04475 , -3.820801, -4.272277]
  iteration: 1512 | eps_b: 0 | mean_reward: -3.85637450 | std_reward: 2.86004829 | agent_mean_rewards: [-3.573159, -3.945512, -4.193427, -3.971425, -3.598348]
  iteration: 1513 | eps_b: 0 | mean_reward: -3.88194895 | std_reward: 3.06320977 | agent_mean_rewards: [-4.315001, -3.993361, -3.485916, -3.722427, -3.893039]
  iteration: 1514 | eps_b: 0 | mean_reward: -4.16757011 | std_reward: 3.47335315 | agent_mean_rewards: [-4.05723 , -3.836246, -4.291356, -4.615511, -4.037507]
  iteration: 1515 | eps_b: 0 | mean_reward: -4.03375340 | std_reward: 2.91233516 | agent_mean_rewards: [-3.886834, -4.028407, -4.264205, -3.817284, -4.172037]
  iteration: 1516 | eps_b: 0 | mean_reward: -3.70281076 | std_reward: 2.97408986 | agent_mean_rewards: [-3.71662 , -4.035902, -3.79769 , -3.503412, -3.460429]
  iteration: 1517 | eps_b: 0 | mean_reward: -3.84536362 | std_reward: 3.13310575 | agent_mean_rewards: [-4.078529, -4.059034, -3.690466, -3.691639, -3.70715 ]
  iteration: 1518 | eps_b: 0 | mean_reward: -3.97951889 | std_reward: 2.92297697 | agent_mean_rewards: [-3.734736, -4.171976, -3.974941, -4.113796, -3.902144]
  iteration: 1519 | eps_b: 0 | mean_reward: -4.11227369 | std_reward: 3.07015061 | agent_mean_rewards: [-4.324598, -4.413141, -3.642395, -4.109418, -4.071815]
  iteration: 1520 | eps_b: 0 | mean_reward: -3.96682525 | std_reward: 3.24637127 | agent_mean_rewards: [-3.594103, -3.947484, -4.103319, -4.260012, -3.929207]
  iteration: 1521 | eps_b: 0 | mean_reward: -3.92807317 | std_reward: 3.12469602 | agent_mean_rewards: [-3.919008, -3.811862, -3.84921 , -4.148218, -3.912067]
  iteration: 1522 | eps_b: 0 | mean_reward: -3.87244391 | std_reward: 2.85363364 | agent_mean_rewards: [-3.899757, -3.881073, -3.950648, -3.919321, -3.71142 ]
  iteration: 1523 | eps_b: 0 | mean_reward: -3.57764935 | std_reward: 2.68543291 | agent_mean_rewards: [-3.532744, -3.815369, -3.552328, -3.200462, -3.787342]
  iteration: 1524 | eps_b: 0 | mean_reward: -3.71665359 | std_reward: 2.63895297 | agent_mean_rewards: [-3.896543, -3.533898, -3.688734, -3.670316, -3.793775]
  iteration: 1525 | eps_b: 0 | mean_reward: -4.06442308 | std_reward: 3.08679748 | agent_mean_rewards: [-3.699226, -4.27502 , -3.848153, -4.210516, -4.289201]
  iteration: 1526 | eps_b: 0 | mean_reward: -4.11814547 | std_reward: 3.30846548 | agent_mean_rewards: [-4.000352, -4.248456, -3.926896, -4.37301 , -4.042014]
  iteration: 1527 | eps_b: 0 | mean_reward: -3.80455327 | std_reward: 2.82836628 | agent_mean_rewards: [-3.971162, -3.96628 , -4.111863, -3.345016, -3.628446]
  iteration: 1528 | eps_b: 0 | mean_reward: -3.83875775 | std_reward: 2.71676397 | agent_mean_rewards: [-3.592386, -3.415636, -3.966928, -4.129487, -4.089352]
  iteration: 1529 | eps_b: 0 | mean_reward: -4.03326702 | std_reward: 3.27446771 | agent_mean_rewards: [-3.936476, -3.848646, -4.189702, -4.407843, -3.783667]
  iteration: 1530 | eps_b: 0 | mean_reward: -4.09747934 | std_reward: 3.11809754 | agent_mean_rewards: [-4.164191, -4.174567, -3.93162 , -3.941861, -4.275156]
  iteration: 1531 | eps_b: 0 | mean_reward: -3.70615840 | std_reward: 2.92007184 | agent_mean_rewards: [-3.84576 , -3.832329, -3.397436, -4.30713 , -3.148138]
  iteration: 1532 | eps_b: 0 | mean_reward: -3.95750594 | std_reward: 3.24569678 | agent_mean_rewards: [-3.424067, -4.204836, -4.043413, -4.171833, -3.943381]
  iteration: 1533 | eps_b: 0 | mean_reward: -3.80861902 | std_reward: 2.78240848 | agent_mean_rewards: [-3.450212, -3.961127, -4.132679, -3.470982, -4.028095]
  iteration: 1534 | eps_b: 0 | mean_reward: -3.91977000 | std_reward: 3.39642096 | agent_mean_rewards: [-3.848248, -4.401351, -4.27564 , -3.383415, -3.690197]
  iteration: 1535 | eps_b: 0 | mean_reward: -3.96362853 | std_reward: 3.24341416 | agent_mean_rewards: [-3.975896, -3.870012, -3.857983, -3.757314, -4.356936]
  iteration: 1536 | eps_b: 0 | mean_reward: -3.67821503 | std_reward: 2.71630359 | agent_mean_rewards: [-3.197306, -3.979044, -3.754781, -3.51007 , -3.949874]
  iteration: 1537 | eps_b: 0 | mean_reward: -3.69347382 | std_reward: 2.70064759 | agent_mean_rewards: [-3.64404 , -3.731528, -3.588657, -3.715632, -3.787511]
  iteration: 1538 | eps_b: 0 | mean_reward: -4.00546360 | std_reward: 3.06079984 | agent_mean_rewards: [-4.100925, -3.984879, -4.329279, -3.927735, -3.6845  ]
  iteration: 1539 | eps_b: 0 | mean_reward: -3.71753001 | std_reward: 2.82577610 | agent_mean_rewards: [-3.530124, -3.589425, -3.687376, -3.826935, -3.953791]
  iteration: 1540 | eps_b: 0 | mean_reward: -3.99117398 | std_reward: 2.97378731 | agent_mean_rewards: [-4.30919 , -3.981724, -3.971348, -3.953696, -3.739912]
  iteration: 1541 | eps_b: 0 | mean_reward: -3.93149424 | std_reward: 2.90612292 | agent_mean_rewards: [-4.058941, -3.51951 , -4.368774, -3.807421, -3.902823]
  iteration: 1542 | eps_b: 0 | mean_reward: -3.92818522 | std_reward: 2.99026346 | agent_mean_rewards: [-3.37959 , -4.117004, -4.022811, -3.988847, -4.132675]
  iteration: 1543 | eps_b: 0 | mean_reward: -3.89982080 | std_reward: 3.25623751 | agent_mean_rewards: [-3.760495, -3.9527  , -3.952986, -3.997938, -3.834984]
  iteration: 1544 | eps_b: 0 | mean_reward: -3.80425334 | std_reward: 2.80798888 | agent_mean_rewards: [-3.684369, -3.846565, -3.601527, -3.954464, -3.934341]
  iteration: 1545 | eps_b: 0 | mean_reward: -3.96641278 | std_reward: 3.07946634 | agent_mean_rewards: [-4.411005, -4.102345, -4.006824, -3.593279, -3.718611]
  iteration: 1546 | eps_b: 0 | mean_reward: -3.96671367 | std_reward: 3.06359816 | agent_mean_rewards: [-3.844882, -4.046874, -3.790195, -4.124641, -4.026975]
  iteration: 1547 | eps_b: 0 | mean_reward: -3.91700363 | std_reward: 3.04365063 | agent_mean_rewards: [-3.820965, -3.786658, -3.926227, -3.928375, -4.122792]
  iteration: 1548 | eps_b: 0 | mean_reward: -3.99565291 | std_reward: 3.29032588 | agent_mean_rewards: [-3.70389 , -4.284738, -4.193235, -3.909402, -3.886999]
  iteration: 1549 | eps_b: 0 | mean_reward: -3.79817820 | std_reward: 3.01373911 | agent_mean_rewards: [-3.806489, -3.60165 , -4.125282, -3.832141, -3.625331]
  iteration: 1550 | eps_b: 0 | mean_reward: -3.78192401 | std_reward: 3.04169488 | agent_mean_rewards: [-3.92608 , -3.899172, -4.002768, -3.064773, -4.016828]
  iteration: 1551 | eps_b: 0 | mean_reward: -3.92646027 | std_reward: 3.08653259 | agent_mean_rewards: [-3.951871, -4.088432, -4.111245, -3.895434, -3.585317]
  iteration: 1552 | eps_b: 0 | mean_reward: -3.84366155 | std_reward: 2.79296064 | agent_mean_rewards: [-3.973828, -4.166103, -4.007733, -3.442964, -3.62768 ]
  iteration: 1553 | eps_b: 0 | mean_reward: -4.10352659 | std_reward: 3.19017434 | agent_mean_rewards: [-4.229619, -3.996973, -4.449446, -3.907278, -3.934318]
  iteration: 1554 | eps_b: 0 | mean_reward: -3.70678759 | std_reward: 2.68913865 | agent_mean_rewards: [-3.571206, -3.834808, -3.673186, -3.882081, -3.572657]
  iteration: 1555 | eps_b: 0 | mean_reward: -3.75538945 | std_reward: 2.82288957 | agent_mean_rewards: [-3.861469, -3.802628, -3.839711, -3.511151, -3.761987]
  iteration: 1556 | eps_b: 0 | mean_reward: -3.98120952 | std_reward: 3.21769142 | agent_mean_rewards: [-4.309703, -4.038965, -3.929075, -3.856026, -3.772279]
  iteration: 1557 | eps_b: 0 | mean_reward: -3.83423734 | std_reward: 3.00045156 | agent_mean_rewards: [-3.432729, -3.575764, -3.920664, -4.450744, -3.791286]
  iteration: 1558 | eps_b: 0 | mean_reward: -3.82926297 | std_reward: 3.17932916 | agent_mean_rewards: [-4.289185, -3.356089, -3.894489, -4.044084, -3.562469]
  iteration: 1559 | eps_b: 0 | mean_reward: -3.97838473 | std_reward: 3.09722614 | agent_mean_rewards: [-4.320471, -3.57953 , -4.088704, -3.687409, -4.21581 ]
  iteration: 1560 | eps_b: 0 | mean_reward: -4.05094671 | std_reward: 3.36391616 | agent_mean_rewards: [-3.988979, -4.134394, -4.067266, -3.76695 , -4.297146]
  iteration: 1561 | eps_b: 0 | mean_reward: -3.82408142 | std_reward: 3.00481319 | agent_mean_rewards: [-3.793421, -3.669999, -3.576597, -4.347242, -3.733148]
  iteration: 1562 | eps_b: 0 | mean_reward: -3.91527939 | std_reward: 2.96269870 | agent_mean_rewards: [-3.987585, -3.703463, -3.924626, -3.837139, -4.123583]
  iteration: 1563 | eps_b: 0 | mean_reward: -4.04974794 | std_reward: 3.25505447 | agent_mean_rewards: [-4.041327, -4.249851, -3.868851, -4.025485, -4.063225]
  iteration: 1564 | eps_b: 0 | mean_reward: -3.85196996 | std_reward: 3.00668883 | agent_mean_rewards: [-3.682141, -4.365084, -3.588011, -3.474148, -4.150466]
  iteration: 1565 | eps_b: 0 | mean_reward: -3.92297149 | std_reward: 3.06761074 | agent_mean_rewards: [-4.016946, -3.591727, -3.610099, -3.901218, -4.494867]
  iteration: 1566 | eps_b: 0 | mean_reward: -3.81919479 | std_reward: 3.02985191 | agent_mean_rewards: [-3.933765, -3.703192, -4.238731, -3.696643, -3.523643]
  iteration: 1567 | eps_b: 0 | mean_reward: -3.68924785 | std_reward: 2.91484690 | agent_mean_rewards: [-3.845009, -4.037432, -3.415604, -3.462275, -3.685919]
  iteration: 1568 | eps_b: 0 | mean_reward: -3.88504028 | std_reward: 3.20040894 | agent_mean_rewards: [-4.378088, -3.985333, -3.614944, -3.719766, -3.727071]
  iteration: 1569 | eps_b: 0 | mean_reward: -3.97788405 | std_reward: 3.05961657 | agent_mean_rewards: [-3.833092, -3.829441, -4.154415, -4.114889, -3.957582]
  iteration: 1570 | eps_b: 0 | mean_reward: -4.04896688 | std_reward: 3.30646920 | agent_mean_rewards: [-3.282696, -4.418453, -4.223748, -4.364251, -3.955689]
  iteration: 1571 | eps_b: 0 | mean_reward: -3.88352084 | std_reward: 2.95966935 | agent_mean_rewards: [-3.721667, -3.781307, -4.019372, -3.858161, -4.037096]
  iteration: 1572 | eps_b: 0 | mean_reward: -3.95727706 | std_reward: 2.97498441 | agent_mean_rewards: [-3.703202, -4.367237, -3.721882, -3.527718, -4.466344]
  iteration: 1573 | eps_b: 0 | mean_reward: -3.98518991 | std_reward: 3.17215133 | agent_mean_rewards: [-4.100777, -4.119819, -3.756719, -3.977726, -3.970907]
  iteration: 1574 | eps_b: 0 | mean_reward: -3.89843059 | std_reward: 3.22883129 | agent_mean_rewards: [-3.568593, -4.079708, -3.51334 , -4.047379, -4.283134]
  iteration: 1575 | eps_b: 0 | mean_reward: -3.71910071 | std_reward: 2.97741103 | agent_mean_rewards: [-4.009898, -3.745991, -3.638364, -3.503492, -3.697759]
  iteration: 1576 | eps_b: 0 | mean_reward: -3.71128058 | std_reward: 2.86107612 | agent_mean_rewards: [-3.780635, -3.264914, -3.809511, -3.632688, -4.068654]
  iteration: 1577 | eps_b: 0 | mean_reward: -3.79524922 | std_reward: 2.80503917 | agent_mean_rewards: [-3.960874, -3.867853, -3.498426, -3.951001, -3.698093]
  iteration: 1578 | eps_b: 0 | mean_reward: -3.86378407 | std_reward: 3.38782167 | agent_mean_rewards: [-3.749023, -3.788597, -3.666156, -4.214787, -3.900358]
  iteration: 1579 | eps_b: 0 | mean_reward: -3.84954834 | std_reward: 3.24509859 | agent_mean_rewards: [-3.623953, -3.604939, -4.198623, -4.054376, -3.76585 ]
  iteration: 1580 | eps_b: 0 | mean_reward: -3.89407587 | std_reward: 3.10712194 | agent_mean_rewards: [-3.932658, -3.739   , -3.821681, -3.830827, -4.146212]
  iteration: 1581 | eps_b: 0 | mean_reward: -3.74228358 | std_reward: 2.75619078 | agent_mean_rewards: [-3.521214, -3.975525, -3.530136, -3.8536  , -3.830943]
  iteration: 1582 | eps_b: 0 | mean_reward: -3.94333434 | std_reward: 3.05389905 | agent_mean_rewards: [-3.955117, -3.944542, -3.677522, -4.219968, -3.91952 ]
  iteration: 1583 | eps_b: 0 | mean_reward: -3.91627240 | std_reward: 3.03699088 | agent_mean_rewards: [-3.862269, -4.174039, -4.088618, -3.580829, -3.875607]
  iteration: 1584 | eps_b: 0 | mean_reward: -3.88915634 | std_reward: 3.30188036 | agent_mean_rewards: [-4.472805, -3.854533, -3.891936, -3.576908, -3.649598]
  iteration: 1585 | eps_b: 0 | mean_reward: -3.74102473 | std_reward: 2.91400957 | agent_mean_rewards: [-4.022556, -3.858391, -3.571335, -3.93811 , -3.314732]
  iteration: 1586 | eps_b: 0 | mean_reward: -3.81265879 | std_reward: 2.87845206 | agent_mean_rewards: [-4.120739, -3.950636, -3.659837, -3.490701, -3.841378]
  iteration: 1587 | eps_b: 0 | mean_reward: -3.83099627 | std_reward: 3.09145308 | agent_mean_rewards: [-3.499782, -3.45879 , -3.633138, -4.400152, -4.163119]
  iteration: 1588 | eps_b: 0 | mean_reward: -3.98556900 | std_reward: 3.52101898 | agent_mean_rewards: [-3.891569, -3.627476, -4.450742, -3.942521, -4.015539]
  iteration: 1589 | eps_b: 0 | mean_reward: -3.71378255 | std_reward: 2.72145987 | agent_mean_rewards: [-3.69041 , -3.675637, -3.762345, -3.445666, -3.994854]
  iteration: 1590 | eps_b: 0 | mean_reward: -3.68566585 | std_reward: 3.04877186 | agent_mean_rewards: [-3.912067, -3.505561, -3.814731, -3.724795, -3.471175]
  iteration: 1591 | eps_b: 0 | mean_reward: -3.93615651 | std_reward: 2.88072586 | agent_mean_rewards: [-3.694123, -3.71187 , -4.523213, -3.852007, -3.899567]
  iteration: 1592 | eps_b: 0 | mean_reward: -4.06878853 | std_reward: 3.44249988 | agent_mean_rewards: [-4.546902, -3.84996 , -4.023219, -3.899068, -4.024795]
  iteration: 1593 | eps_b: 0 | mean_reward: -4.26450157 | std_reward: 3.49621367 | agent_mean_rewards: [-4.19854 , -4.274181, -4.52956 , -3.7155  , -4.604727]
  iteration: 1594 | eps_b: 0 | mean_reward: -3.81098366 | std_reward: 2.94263458 | agent_mean_rewards: [-4.112016, -3.406548, -4.02604 , -3.721259, -3.789055]
  iteration: 1595 | eps_b: 0 | mean_reward: -3.80020833 | std_reward: 3.09981751 | agent_mean_rewards: [-3.892911, -3.801829, -3.920464, -3.722584, -3.663255]
  iteration: 1596 | eps_b: 0 | mean_reward: -3.81118250 | std_reward: 2.80316019 | agent_mean_rewards: [-3.772021, -3.620646, -3.595597, -4.399029, -3.668619]
  iteration: 1597 | eps_b: 0 | mean_reward: -3.59250498 | std_reward: 2.68007565 | agent_mean_rewards: [-3.504703, -3.870317, -3.376431, -3.533959, -3.677114]
  iteration: 1598 | eps_b: 0 | mean_reward: -3.97079778 | std_reward: 3.19042420 | agent_mean_rewards: [-4.190636, -3.913987, -3.761364, -3.878739, -4.109262]
  iteration: 1599 | eps_b: 0 | mean_reward: -3.86211467 | std_reward: 3.10919404 | agent_mean_rewards: [-3.832061, -3.554933, -4.265336, -3.931313, -3.72693 ]
  iteration: 1600 | eps_b: 0 | mean_reward: -4.06797791 | std_reward: 3.06457829 | agent_mean_rewards: [-3.720682, -4.172091, -4.67211 , -3.91099 , -3.864017]
  iteration: 1601 | eps_b: 0 | mean_reward: -3.74794817 | std_reward: 3.22452593 | agent_mean_rewards: [-3.902046, -3.670896, -3.702261, -3.901172, -3.563366]
  iteration: 1602 | eps_b: 0 | mean_reward: -3.81628489 | std_reward: 2.84833288 | agent_mean_rewards: [-3.833598, -4.030278, -3.887447, -3.635112, -3.69499 ]
  iteration: 1603 | eps_b: 0 | mean_reward: -3.74376917 | std_reward: 2.99288678 | agent_mean_rewards: [-3.787632, -3.374231, -3.839263, -3.670577, -4.047141]
  iteration: 1604 | eps_b: 0 | mean_reward: -3.91196990 | std_reward: 3.13410592 | agent_mean_rewards: [-3.74221 , -3.610344, -3.958055, -4.052216, -4.197023]
  iteration: 1605 | eps_b: 0 | mean_reward: -3.91916895 | std_reward: 3.16800284 | agent_mean_rewards: [-3.421647, -4.255375, -4.452279, -3.678417, -3.788127]
  iteration: 1606 | eps_b: 0 | mean_reward: -3.89594269 | std_reward: 2.83686852 | agent_mean_rewards: [-3.706283, -3.964775, -3.63    , -4.337193, -3.841463]
  iteration: 1607 | eps_b: 0 | mean_reward: -3.58564377 | std_reward: 2.77051735 | agent_mean_rewards: [-3.368434, -3.832523, -3.870961, -3.348538, -3.507763]
  iteration: 1608 | eps_b: 0 | mean_reward: -3.85071754 | std_reward: 2.95979667 | agent_mean_rewards: [-4.025135, -3.767458, -3.574185, -3.964322, -3.922489]
  iteration: 1609 | eps_b: 0 | mean_reward: -3.72677422 | std_reward: 3.09407330 | agent_mean_rewards: [-3.450317, -3.89998 , -3.73709 , -3.830106, -3.716378]
  iteration: 1610 | eps_b: 0 | mean_reward: -3.85759354 | std_reward: 2.95214772 | agent_mean_rewards: [-4.172406, -3.898925, -3.684488, -3.806852, -3.725296]
  iteration: 1611 | eps_b: 0 | mean_reward: -4.08128166 | std_reward: 3.25673175 | agent_mean_rewards: [-3.872732, -4.20124 , -4.090167, -4.171121, -4.071149]
  iteration: 1612 | eps_b: 0 | mean_reward: -3.85533381 | std_reward: 2.88105202 | agent_mean_rewards: [-3.754729, -3.757777, -4.479674, -3.670099, -3.61439 ]
  iteration: 1613 | eps_b: 0 | mean_reward: -3.80326819 | std_reward: 3.15150309 | agent_mean_rewards: [-4.103943, -3.827991, -3.627656, -3.662248, -3.794503]
  iteration: 1614 | eps_b: 0 | mean_reward: -3.68703246 | std_reward: 2.78549957 | agent_mean_rewards: [-3.61981 , -4.004104, -3.704324, -3.523308, -3.583617]
  iteration: 1615 | eps_b: 0 | mean_reward: -3.79425287 | std_reward: 3.29517627 | agent_mean_rewards: [-4.268502, -3.823963, -4.003967, -3.616655, -3.258177]
  iteration: 1616 | eps_b: 0 | mean_reward: -3.79697347 | std_reward: 2.86397886 | agent_mean_rewards: [-3.68926 , -3.842632, -3.962706, -3.760588, -3.72968 ]
  iteration: 1617 | eps_b: 0 | mean_reward: -3.69223070 | std_reward: 2.52136135 | agent_mean_rewards: [-3.551359, -3.613591, -3.522761, -3.867201, -3.906241]
  iteration: 1618 | eps_b: 0 | mean_reward: -3.67998314 | std_reward: 2.68340206 | agent_mean_rewards: [-3.604363, -3.722584, -3.226827, -3.952763, -3.893378]
  iteration: 1619 | eps_b: 0 | mean_reward: -3.81606674 | std_reward: 2.96340919 | agent_mean_rewards: [-3.974845, -3.985717, -3.731225, -3.511718, -3.876827]
  iteration: 1620 | eps_b: 0 | mean_reward: -3.76977134 | std_reward: 2.96051860 | agent_mean_rewards: [-3.655438, -3.973557, -3.49118 , -4.122612, -3.606067]
  iteration: 1621 | eps_b: 0 | mean_reward: -3.86071324 | std_reward: 2.88384867 | agent_mean_rewards: [-3.781851, -4.005466, -3.964333, -3.47221 , -4.079706]
  iteration: 1622 | eps_b: 0 | mean_reward: -3.93889165 | std_reward: 3.23145914 | agent_mean_rewards: [-3.858414, -4.152693, -3.335723, -4.259787, -4.087842]
  iteration: 1623 | eps_b: 0 | mean_reward: -3.91463709 | std_reward: 3.14667749 | agent_mean_rewards: [-4.137394, -4.257949, -3.551984, -3.510297, -4.11556 ]
  iteration: 1624 | eps_b: 0 | mean_reward: -3.72989964 | std_reward: 3.04124808 | agent_mean_rewards: [-4.401548, -3.720273, -3.371175, -3.560031, -3.596471]
  iteration: 1625 | eps_b: 0 | mean_reward: -4.02934885 | std_reward: 3.63410115 | agent_mean_rewards: [-3.734527, -3.995138, -4.264923, -4.055606, -4.09655 ]
  iteration: 1626 | eps_b: 0 | mean_reward: -3.95510483 | std_reward: 3.35983014 | agent_mean_rewards: [-4.200172, -3.843203, -4.398293, -3.706051, -3.627804]
  iteration: 1627 | eps_b: 0 | mean_reward: -3.82170534 | std_reward: 3.10881805 | agent_mean_rewards: [-3.421787, -3.956052, -3.849167, -3.992825, -3.888696]
  iteration: 1628 | eps_b: 0 | mean_reward: -3.82976460 | std_reward: 3.03034902 | agent_mean_rewards: [-3.831431, -3.932988, -3.579749, -4.13312 , -3.671535]
  iteration: 1629 | eps_b: 0 | mean_reward: -3.99935889 | std_reward: 3.23635840 | agent_mean_rewards: [-3.819012, -3.989828, -4.046103, -4.204677, -3.937172]
  iteration: 1630 | eps_b: 0 | mean_reward: -3.53499222 | std_reward: 2.67661834 | agent_mean_rewards: [-3.583836, -3.661149, -3.44985 , -3.714389, -3.265738]
  iteration: 1631 | eps_b: 0 | mean_reward: -3.81171346 | std_reward: 3.01499629 | agent_mean_rewards: [-3.714375, -4.019505, -3.482739, -3.880401, -3.961545]
  iteration: 1632 | eps_b: 0 | mean_reward: -4.06001377 | std_reward: 3.25553799 | agent_mean_rewards: [-3.775917, -4.160039, -4.33998 , -4.11058 , -3.913554]
  iteration: 1633 | eps_b: 0 | mean_reward: -4.05213022 | std_reward: 3.30355334 | agent_mean_rewards: [-4.122973, -4.090316, -4.157238, -4.382279, -3.507845]
  iteration: 1634 | eps_b: 0 | mean_reward: -3.67113948 | std_reward: 2.83363295 | agent_mean_rewards: [-3.648028, -4.123399, -3.065892, -3.629911, -3.888466]
  iteration: 1635 | eps_b: 0 | mean_reward: -3.99168658 | std_reward: 2.92757964 | agent_mean_rewards: [-3.632949, -4.469289, -4.143744, -4.108215, -3.604237]
  iteration: 1636 | eps_b: 0 | mean_reward: -3.92001319 | std_reward: 3.27766109 | agent_mean_rewards: [-4.063862, -3.626457, -3.943469, -3.803132, -4.163145]
  iteration: 1637 | eps_b: 0 | mean_reward: -3.78959322 | std_reward: 3.09425092 | agent_mean_rewards: [-3.660332, -3.623141, -3.602399, -3.816112, -4.245981]
  iteration: 1638 | eps_b: 0 | mean_reward: -3.97891402 | std_reward: 3.20583820 | agent_mean_rewards: [-4.351272, -3.72893 , -3.724907, -3.770454, -4.319008]
  iteration: 1639 | eps_b: 0 | mean_reward: -3.76194644 | std_reward: 2.62616491 | agent_mean_rewards: [-3.725493, -3.250746, -4.294249, -3.662152, -3.877092]
  iteration: 1640 | eps_b: 0 | mean_reward: -3.86240578 | std_reward: 3.14776325 | agent_mean_rewards: [-4.059194, -4.035854, -3.624333, -3.994228, -3.598418]
  iteration: 1641 | eps_b: 0 | mean_reward: -3.72095561 | std_reward: 3.02062917 | agent_mean_rewards: [-3.631946, -4.12884 , -3.881192, -3.658484, -3.304317]
  iteration: 1642 | eps_b: 0 | mean_reward: -3.79946208 | std_reward: 3.00252533 | agent_mean_rewards: [-3.560723, -3.650456, -4.004809, -3.836643, -3.94468 ]
  iteration: 1643 | eps_b: 0 | mean_reward: -3.90036821 | std_reward: 3.05330992 | agent_mean_rewards: [-3.860606, -3.696073, -4.21364 , -4.011312, -3.720211]
  iteration: 1644 | eps_b: 0 | mean_reward: -3.90270996 | std_reward: 3.02687645 | agent_mean_rewards: [-3.960085, -3.717532, -4.141935, -4.083696, -3.610301]
  iteration: 1645 | eps_b: 0 | mean_reward: -3.87242293 | std_reward: 2.89341474 | agent_mean_rewards: [-3.710094, -3.74711 , -4.226396, -3.806786, -3.871728]
  iteration: 1646 | eps_b: 0 | mean_reward: -3.96580362 | std_reward: 3.23302269 | agent_mean_rewards: [-4.360649, -3.904655, -3.882223, -3.872652, -3.80884 ]
  iteration: 1647 | eps_b: 0 | mean_reward: -3.66212320 | std_reward: 3.15215158 | agent_mean_rewards: [-3.674849, -3.750728, -3.531016, -3.804741, -3.54928 ]
  iteration: 1648 | eps_b: 0 | mean_reward: -4.00693369 | std_reward: 3.28673983 | agent_mean_rewards: [-4.046687, -3.909692, -3.953867, -4.033454, -4.090966]
  iteration: 1649 | eps_b: 0 | mean_reward: -3.81858993 | std_reward: 2.98752856 | agent_mean_rewards: [-4.084258, -4.024124, -3.413794, -3.804371, -3.766402]
  iteration: 1650 | eps_b: 0 | mean_reward: -3.80473185 | std_reward: 2.96268749 | agent_mean_rewards: [-4.290994, -3.36713 , -3.86766 , -3.399638, -4.098238]
  iteration: 1651 | eps_b: 0 | mean_reward: -3.88577437 | std_reward: 3.23429012 | agent_mean_rewards: [-3.548842, -3.954679, -3.749971, -3.870661, -4.304718]
  iteration: 1652 | eps_b: 0 | mean_reward: -3.69121027 | std_reward: 2.88995886 | agent_mean_rewards: [-3.711016, -3.977022, -3.776201, -3.607533, -3.384278]
  iteration: 1653 | eps_b: 0 | mean_reward: -3.84832883 | std_reward: 3.09515858 | agent_mean_rewards: [-3.907325, -3.336279, -4.104793, -3.691139, -4.202107]
  iteration: 1654 | eps_b: 0 | mean_reward: -3.75684810 | std_reward: 2.89856291 | agent_mean_rewards: [-3.468954, -3.525774, -3.834049, -3.711343, -4.244121]
  iteration: 1655 | eps_b: 0 | mean_reward: -3.96516418 | std_reward: 3.24243522 | agent_mean_rewards: [-3.748522, -4.006078, -3.966054, -4.209447, -3.895719]
  iteration: 1656 | eps_b: 0 | mean_reward: -3.76534390 | std_reward: 2.95383596 | agent_mean_rewards: [-3.730243, -3.980286, -3.630972, -3.759548, -3.725672]
  iteration: 1657 | eps_b: 0 | mean_reward: -3.94810653 | std_reward: 3.12888813 | agent_mean_rewards: [-4.309746, -3.704998, -4.089202, -3.831848, -3.804737]
  iteration: 1658 | eps_b: 0 | mean_reward: -3.72685432 | std_reward: 2.70339966 | agent_mean_rewards: [-3.237835, -3.892095, -4.252429, -3.373299, -3.878614]
  iteration: 1659 | eps_b: 0 | mean_reward: -3.98866725 | std_reward: 3.34126329 | agent_mean_rewards: [-3.752305, -4.061877, -4.287887, -4.042344, -3.798925]
  iteration: 1660 | eps_b: 0 | mean_reward: -3.77559447 | std_reward: 3.01039982 | agent_mean_rewards: [-3.810148, -3.714546, -3.980353, -3.302228, -4.070697]
  iteration: 1661 | eps_b: 0 | mean_reward: -3.87266135 | std_reward: 3.09374928 | agent_mean_rewards: [-4.265426, -3.751701, -3.873357, -3.506787, -3.966036]
  iteration: 1662 | eps_b: 0 | mean_reward: -3.69934464 | std_reward: 3.18565226 | agent_mean_rewards: [-4.080587, -3.23846 , -3.436284, -3.961117, -3.780275]
  iteration: 1663 | eps_b: 0 | mean_reward: -3.63285875 | std_reward: 2.76062465 | agent_mean_rewards: [-4.035273, -3.449943, -3.616976, -3.688179, -3.373921]
